"","lat","lon","date","tempmin","tempmax","temp","feelslikemax","feelslikemin","feelslike","dew","humidity","precip","windgust","windspeed","winddir","pressure","cloudcover","moonphase","source"
"1",41.4994,-81.7145,"2015-09-12",60,65.6,62.5,65.6,60,62.5,54,74.2,1.422,34.7,24.7,356.5,1010.2,100,0.98,"obs"
"2",41.4994,-81.7145,"2015-09-11",60.7,75,66.6,75,60.7,66.6,56.5,70.4,0.506,29.7,20.6,358.4,1011.3,52.2,0.94,"obs"
"3",41.4994,-81.7145,"2015-09-10",66.7,74.9,71.4,74.9,66.7,71.4,55.3,56.8,0,NA,13.7,39,1012.6,6.8,0.91,"obs"
"4",41.4994,-81.7145,"2015-09-09",73,82.8,76.2,84.6,73,76.4,64.8,68.4,0.005,20.8,15.9,301,1012,51.9,0.88,"obs"
"5",41.4994,-81.7145,"2015-09-08",77.9,90.9,84,92.9,77.9,85.5,65.1,53.7,0,23,17.8,196.5,1013.4,22.9,0.84,"obs"
"6",41.4994,-81.7145,"2015-09-07",75.6,87.3,81.6,92.8,75.6,83.8,67.4,62.6,0,NA,10.2,193.9,1016.7,20.8,0.81,"obs"
"7",41.4994,-81.7145,"2015-09-06",71.7,83.8,78.4,87.8,71.7,80.1,67.6,69.9,0.007,NA,9.7,149.4,1019.1,8.1,0.77,"obs"
"8",43.7,-66.1,"2021-09-13",57,64.3,60.4,64.3,57,60.4,58,92.4,0.155,19.8,12.1,277.3,1012.7,64.3,0.25,"obs"
"9",43.7,-66.1,"2021-09-12",58.5,67.6,62.9,67.6,58.5,62.9,59.5,89,0,35.6,24.7,214.1,1017.1,53.2,0.2,"obs"
"10",43.7,-66.1,"2021-09-11",55.3,64.2,59.2,64.2,55.3,59.2,54.2,83.8,0,24.1,16.1,285.5,1016.3,33.8,0.16,"obs"
"11",43.7,-66.1,"2021-09-10",58.6,67.5,63.7,67.5,58.6,63.7,63,97.6,0.066,25.3,18.1,277.2,1005.2,90,0.13,"obs"
"12",43.7,-66.1,"2021-09-09",58.9,72.9,66.1,72.9,58.9,66.1,64.3,94,0.002,21.9,10.5,157.4,1013,61.7,0.09,"obs"
"13",43.7,-66.1,"2021-09-08",53.7,71.1,62.9,71.1,53.7,62.9,58.3,87,0,20.8,14.6,177.6,1015.8,33.7,0.06,"obs"
"14",43.7,-66.1,"2021-09-07",57,66,60.9,66,57,60.9,57.5,89.3,0,24.2,14.8,264,1010.8,32.2,0.02,"obs"
"15",44.2217,-68.3381,"2007-09-16",39.3,60.4,50.8,60.4,39.3,50.3,40.2,69.2,0,NA,9.2,289.1,1023.1,11.6,0.17,"obs"
"16",44.2217,-68.3381,"2007-09-15",51.6,59.1,56.7,59.1,51.6,56.7,54.4,91.9,0.132,NA,10.4,250.4,1012.2,57.6,0.14,"obs"
"17",44.2217,-68.3381,"2007-09-14",42.9,65.8,54.5,65.8,42.9,54.4,49.5,85.6,0,NA,13.7,163.6,1022.8,24.2,0.1,"obs"
"18",44.2217,-68.3381,"2007-09-13",48,66.3,56.5,66.3,47.4,56.4,45.2,68.2,0,NA,8.9,270.7,1021.4,1.8,0.07,"obs"
"19",44.2217,-68.3381,"2007-09-12",53.2,68.3,61.6,68.3,53.2,61.6,50.9,71.2,0,NA,16.3,248.9,1005.7,55.6,0.04,"obs"
"20",44.2217,-68.3381,"2007-09-11",57.3,59.1,58.1,59.1,57.3,58.1,57.6,98.3,0.64,NA,7.4,57.8,1009.1,99.6,0,"obs"
"21",44.2217,-68.3381,"2007-09-10",55.7,57.3,57.1,57.3,55.7,57.1,56.5,97.9,0.004,NA,6,83.7,1018.1,100,0.97,"obs"
"22",44.5,-68.4,"2019-09-05",52,70.1,60.7,70.1,52,60.7,50.8,72.1,0.058,17.2,9.1,295.2,1016.3,9.8,0.25,"obs"
"23",44.5,-68.4,"2019-09-04",53.2,66,60.5,66,53.2,60.5,59,95,0.004,29.9,19.7,194.1,1014.3,87.5,0.18,"obs"
"24",44.5,-68.4,"2019-09-03",55.2,71,62.9,71,55.2,62.9,59.2,88.9,0.098,NA,10.3,7.9,1016.5,76.9,0.14,"obs"
"25",44.5,-68.4,"2019-09-02",46.3,65,57.4,65,46.3,57.4,55.5,93.6,0.267,NA,12.6,185,1020.5,56.2,0.11,"obs"
"26",44.5,-68.4,"2019-09-01",47.9,68,58.5,68,46,58.4,48.3,71.5,0,NA,12.6,186.8,1027.7,0.4,0.08,"obs"
"27",44.5,-68.4,"2019-08-31",53.1,73.1,64.2,73.1,53.1,64.2,53.9,71.8,0,24.2,9.2,272,1020,30.1,0.04,"obs"
"28",44.5,-68.4,"2019-08-30",57.8,74.1,65.4,74.1,57.8,65.4,60.7,86,0.012,20.8,16,205,1013,23.6,0,"obs"
"29",44.8003,-69.0068,"2012-08-27",60.3,82,69.5,83,60.3,69.7,61.5,77.5,0,24.2,15.7,178.9,1018,41.1,0.36,"obs"
"30",44.8003,-69.0068,"2012-08-26",60.1,80.3,69,81.9,60.1,69.2,61.6,79.2,0,20.8,12.6,184.2,1025.1,30.5,0.32,"obs"
"31",44.8003,-69.0068,"2012-08-25",53.5,78.8,66.2,78.8,53.5,66.2,57.6,76.4,0,NA,12.3,176.2,1025.9,73.1,0.29,"obs"
"32",44.8003,-69.0068,"2012-08-24",55.6,80,67.4,80,55.6,67.4,54.9,69.4,0.005,NA,8.7,332.3,1021.2,30.8,0.25,"obs"
"33",44.8003,-69.0068,"2012-08-23",55.6,81.9,68.5,81.7,55.6,68.5,58.4,74.8,0.013,28.9,14.7,237.6,1018.1,55.9,0.22,"obs"
"34",44.8003,-69.0068,"2012-08-22",49.9,78.2,65.3,78.2,49.9,65.3,53.8,70,0,21.9,13.4,178.9,1019.2,39.9,0.18,"obs"
"35",44.8003,-69.0068,"2012-08-21",55.7,76.5,65,76.5,55.7,65,57.1,78.4,0.02,NA,6.7,316.7,1014.1,79.1,0.14,"obs"
"36",43.8,-69.3,"2019-09-27",49,68.5,57.6,68.5,47.6,57.6,50.3,78.7,0.006,16.1,8.7,281,1016.4,2.7,0.96,"obs"
"37",43.8,-69.3,"2019-09-26",45.9,68.3,57.8,68.3,45.9,57.8,54.6,89.6,0.319,24.2,11.2,214.4,1008.4,53.7,0.93,"obs"
"38",43.8,-69.3,"2019-09-25",51.4,65.3,57.6,65.3,51.4,57.6,52.8,84.7,0,NA,4.8,276.1,1009.3,70.6,0.89,"obs"
"39",43.8,-69.3,"2019-09-24",57.6,75.4,65.7,75.4,57.6,65.7,60.6,84.8,0.125,25.3,13,279.3,1003.8,68.2,0.86,"obs"
"40",43.8,-69.3,"2019-09-23",65.3,79.2,70.5,79.2,65.3,70.5,63.5,79,0.005,26.4,15,232.3,1006.9,11.7,0.83,"obs"
"41",43.8,-69.3,"2019-09-22",52.1,75,64.2,75,52.1,64.2,58,81.2,0,NA,9.2,207.5,1017.8,4.8,0.79,"obs"
"42",43.8,-69.3,"2019-09-21",55.1,77.2,65.5,77.2,55.1,65.5,55.9,72.4,0,NA,8.1,287.5,1020.6,14.1,0.75,"obs"
"43",43.9,-69.5,"2021-09-04",50.8,74.6,61.8,74.6,50.8,61.8,49.6,70,0.008,20.8,9.3,305.2,1012.4,2.7,0.92,"obs"
"44",43.9,-69.5,"2021-09-03",51.4,72.1,61.1,72.1,51.4,61.1,53.6,77.8,0.021,24.2,7.1,320.3,1012.5,65.9,0.89,"obs"
"45",43.9,-69.5,"2021-09-02",57.6,67.4,61.1,67.4,57.6,61.1,56.5,86,1.048,26.4,13,359.6,1007.9,84.8,0.86,"obs"
"46",43.9,-69.5,"2021-09-01",56.3,73.8,66.1,73.8,56.3,66.1,58,77.2,0.093,NA,7.5,297.3,1009.7,16.7,0.83,"obs"
"47",43.9,-69.5,"2021-08-31",60.2,79.9,70.1,79.9,60.2,70.1,63.9,82.3,0,NA,7.7,246.4,1005.6,15.9,0.8,"obs"
"48",43.9,-69.5,"2021-08-30",64,78.2,70.8,78.2,64,70.8,66.9,87.7,0.011,29.3,11.3,221.8,1010.4,76,0.75,"obs"
"49",43.9,-69.5,"2021-08-29",56.9,65.3,61.6,65.3,56.9,61.6,57.3,86.1,0.063,NA,6.8,143.9,1023.8,100,0.73,"obs"
"50",43.8,-69.5,"2021-10-06",42.8,71.5,56.4,71.5,42.8,56.4,49.9,81.5,0,NA,6.2,325.1,1027.3,8.3,0,"obs"
"51",43.8,-69.5,"2021-10-05",49.4,65.6,56.1,65.6,49.4,56.1,49.7,80.8,0,NA,6.2,42.6,1025.2,76.1,0.97,"obs"
"52",43.8,-69.5,"2021-10-04",48.4,61.9,54.1,61.9,46.3,54,48.8,83.6,0,NA,6.8,42.1,1021,32.4,0.94,"obs"
"53",43.8,-69.5,"2021-10-03",52.8,55.9,54.7,55.9,52.8,54.7,52.5,92.3,0.164,NA,6,30,1017.1,100,0.91,"obs"
"54",43.8,-69.5,"2021-10-02",49.3,58.5,54.2,58.5,49.3,54.2,50.4,87.5,0.008,NA,4.2,299.4,1018.1,96.9,0.88,"obs"
"55",43.8,-69.5,"2021-10-01",42.7,60,50.9,60,42.7,50.9,45,82.1,0,18.3,9.5,297.5,1019.5,57.5,0.84,"obs"
"56",43.8,-69.5,"2021-09-30",47,58.6,51.9,58.6,46.8,51.8,48.2,87.6,0.229,NA,5.9,329.7,1016.2,79.1,0.81,"obs"
"57",44.5,-69.6,"2019-09-04",57.9,70,64.4,70,57.9,64.4,61.5,90.5,0.169,24.6,10.3,194.4,1014.6,76.6,0.18,"obs"
"58",44.5,-69.6,"2019-09-03",55.4,69.4,62.1,69.4,55.4,62.1,59,90.3,0,NA,7,344.9,1018.4,72.1,0.14,"obs"
"59",44.5,-69.6,"2019-09-02",53.2,61.2,58.1,61.2,53.2,58.1,57,96.2,0.662,NA,7.8,184.3,1021.3,72.2,0.11,"obs"
"60",44.5,-69.6,"2019-09-01",48.3,71,59.4,71,48.3,59.4,49.9,73.1,0,NA,7.7,218.8,1029.4,9.6,0.08,"obs"
"61",44.5,-69.6,"2019-08-31",55.6,73.2,64.4,73.2,55.6,64.4,51,63.3,0,23,11.6,291.2,1022.5,7.5,0.04,"obs"
"62",44.5,-69.6,"2019-08-30",55.4,79.1,67,79.1,55.4,67,59.8,79.2,0,17.2,11.3,232.3,1014.3,10.6,0,"obs"
"63",44.5,-69.6,"2019-08-29",57,76,65.3,76,57,65.3,61.4,87.9,1.02,NA,8.1,6.4,1011.3,53.9,0.97,"obs"
"64",44.5,-69.6,"2019-09-08",50.1,65.7,56.7,65.7,50.1,56.7,49.2,77.4,0.019,25.3,9.2,286.6,1015.8,51.1,0.31,"obs"
"65",44.5,-69.6,"2019-09-07",53,59,54.8,59,53,54.8,49,81.1,0.023,27.8,18.3,6.4,1009.9,46.5,0.28,"obs"
"66",44.5,-69.6,"2019-09-06",46.3,68.1,56.7,68.1,46.3,56.7,50,79.9,0,NA,6.7,42.6,1019.7,1.9,0.24,"obs"
"67",44.5,-69.6,"2019-09-05",47.4,71,60.6,71,46.5,60.6,49.5,68,0,19.7,11.2,308.5,1018.7,0.1,0.25,"obs"
"68",44.5,-69.6,"2019-09-04",57.9,70,64.4,70,57.9,64.4,61.5,90.5,0.169,24.6,10.3,194.4,1014.6,76.6,0.18,"obs"
"69",44.5,-69.6,"2019-09-03",55.4,69.4,62.1,69.4,55.4,62.1,59,90.3,0,NA,7,344.9,1018.4,72.1,0.14,"obs"
"70",44.5,-69.6,"2019-09-02",53.2,61.2,58.1,61.2,53.2,58.1,57,96.2,0.662,NA,7.8,184.3,1021.3,72.2,0.11,"obs"
"71",43.8,-69.6,"2020-09-19",40.9,60.7,50.9,60.7,40.9,50.5,29.6,45.7,0,20.8,9.8,343.3,1025.1,1.5,0.08,"obs"
"72",43.8,-69.6,"2020-09-18",49.2,64.5,55.3,64.5,47.5,55.3,39.4,56.1,0.002,24.2,9,13.7,1017.2,61.8,0.04,"obs"
"73",43.8,-69.6,"2020-09-17",55.9,74,63.6,74,55.9,63.6,53,69.5,0,27.2,14.6,219.2,1016,38.9,0,"obs"
"74",43.8,-69.6,"2020-09-16",45.3,68,58.5,68,44.3,58.4,49.8,74,0,29.3,17.2,213.8,1020.2,7.1,0.97,"obs"
"75",43.8,-69.6,"2020-09-15",37.6,61.1,49.8,61.1,37.6,49.8,39.2,69.6,0,NA,6.7,246.3,1025.4,9.1,0.94,"obs"
"76",43.8,-69.6,"2020-09-14",47.6,73,63.2,73,47.6,63.2,49.6,64.5,0,25.1,12.9,298.1,1016.6,17.7,0.91,"obs"
"77",43.8,-69.6,"2020-09-13",42.7,66.7,57.2,66.7,42.7,57.2,51.8,82.6,0,23,11.3,192,1021.1,41.3,0.88,"obs"
"78",44.5,-69.6,"2021-08-25",66.3,87.2,76,88.9,66.3,76.9,67.8,78.1,0,NA,6.6,283,1018.5,0.3,0.6,"obs"
"79",44.5,-69.6,"2021-08-24",69.2,84.9,76.2,90.7,69.2,78,70.8,85,0,NA,7.7,225.5,1012.4,20.8,0.57,"obs"
"80",44.5,-69.6,"2021-08-23",65.9,75.9,70.1,75.9,65.9,70.1,68.8,96,0.031,NA,3.5,44.7,1015.5,38.5,0.54,"obs"
"81",44.5,-69.6,"2021-08-22",66.9,71.9,68.7,71.9,66.9,68.7,66.9,94,0.121,21.9,8,69,1018.1,40.6,0.5,"obs"
"82",44.5,-69.6,"2021-08-21",69.1,79.1,72.5,79.1,69.1,72.5,69.6,90.7,0.011,NA,6.9,35.5,1017.1,9.9,0.47,"obs"
"83",44.5,-69.6,"2021-08-20",68.1,85,75.1,91,68.1,76.6,70.5,86.5,0.013,NA,8,23.1,1012.3,30.6,0.43,"obs"
"84",44.5,-69.6,"2021-08-19",67,75.9,70.6,75.9,67,70.6,69.4,96.1,0.36,NA,9,34.9,1018.3,21,0.4,"obs"
"85",43.8017,-69.9842,"2015-09-23",44.4,74.6,58,74.6,44.4,58,46.4,70.4,0,NA,7.1,16.9,1024.2,12.6,0.35,"obs"
"86",43.8017,-69.9842,"2015-09-22",47.1,65.8,55.6,65.8,47.1,55.6,47.4,75.8,0,NA,7,58,1027.6,21.5,0.32,"obs"
"87",43.8017,-69.9842,"2015-09-21",42.4,68.7,55.1,68.7,42.4,55,43.3,68.2,0,NA,9.5,41.9,1024.6,7.6,0.25,"obs"
"88",43.8017,-69.9842,"2015-09-20",52.2,69.9,64.2,69.9,52.2,64.2,52.7,68.8,0.004,24.3,13.8,326.1,1014.5,35.9,0.25,"obs"
"89",43.8017,-69.9842,"2015-09-19",55.7,74.3,65.3,74.3,55.7,65.3,60.4,85,0,23,11.9,170.2,1014.3,34.7,0.22,"obs"
"90",43.8017,-69.9842,"2015-09-18",56.5,81.8,68.3,83.1,56.5,68.5,58.9,74.7,0,21.9,10.8,197.3,1015.8,5.2,0.18,"obs"
"91",43.8017,-69.9842,"2015-09-17",57.6,82.2,69.3,83.8,57.6,69.6,61.2,77.8,0,NA,8.2,163.4,1019,5.3,0.15,"obs"
"92",43.8592,-70.101,"2008-09-15",59.5,79,69.8,79,59.5,69.8,59.8,72.8,0,41.4,18.1,256.5,1003,54.1,0.5,"obs"
"93",43.8592,-70.101,"2008-09-14",58.1,64.9,62.2,64.9,58.1,62.2,61,95.9,0.205,NA,10.2,165.2,1009.6,100,0.48,"obs"
"94",43.8592,-70.101,"2008-09-13",57.8,72.3,63.4,72.3,57.8,63.4,59.3,87.1,0.007,NA,8.1,159.2,1014,83.9,0.44,"obs"
"95",43.8592,-70.101,"2008-09-12",45.3,62.6,55.8,62.6,45.3,55.8,51.9,86.9,0.122,NA,11.7,196,1020,70.9,0.41,"obs"
"96",43.8592,-70.101,"2008-09-11",40.7,65.5,53.7,65.5,40.7,53.7,43.9,72.3,0,NA,9.2,212.4,1028.5,15.2,0.38,"obs"
"97",43.8592,-70.101,"2008-09-10",47.2,65.4,56.6,65.4,47.2,56.6,44.5,66.9,0,NA,13.4,325.2,1022.1,12.9,0.35,"obs"
"98",43.8592,-70.101,"2008-09-09",56.2,66.8,62.1,66.8,56.2,62.1,58.3,87.5,0.582,NA,10.1,200.1,1014.7,51.1,0.32,"obs"
"99",43.8,-70.2,"2019-08-18",65.5,78.7,69.9,78.7,65.5,69.9,65.5,87,0.081,NA,8.5,155.2,1016.5,79.6,0.61,"obs"
"100",43.8,-70.2,"2019-08-17",64.2,69,66.8,69,64.2,66.8,63,87.8,0.005,NA,9,148.1,1018.8,96.4,0.57,"obs"
"101",43.8,-70.2,"2019-08-16",61.2,73.9,66.1,73.9,61.2,66.1,60.4,82.5,0.099,NA,10.2,136.4,1019.1,64.4,0.54,"obs"
"102",43.8,-70.2,"2019-08-15",58.8,77.1,67.3,77.1,58.8,67.3,56.2,70.5,0,NA,9.8,113,1017.4,36.8,0.5,"obs"
"103",43.8,-70.2,"2019-08-14",58.7,76,68,76,58.7,68,57.6,70.7,0,NA,9.1,49,1011.9,25.7,0.47,"obs"
"104",43.8,-70.2,"2019-08-13",64.8,76.5,70.3,76.5,64.8,70.3,63.6,79.8,0.148,NA,7.5,182.6,1008.1,61.2,0.44,"obs"
"105",43.8,-70.2,"2019-08-12",60.2,82.9,72.1,82.4,60.2,72.2,57.3,61.3,0,17.2,11.6,234.5,1011.1,30.8,0.4,"obs"
"106",43.5,-70.4,"2019-09-17",44.4,65.7,56.8,65.7,42,56.2,46.3,69.2,0,18.3,12.3,1.4,1020.1,62.3,0.62,"obs"
"107",43.5,-70.4,"2019-09-16",51.5,68.1,60.3,68.1,51.5,60.3,47.4,63.6,0,21.9,11.9,311.9,1016.7,64.8,0.58,"obs"
"108",43.5,-70.4,"2019-09-15",58.7,75.6,66.9,75.6,58.7,66.9,54.8,68.7,0,24.2,13.3,262.7,1017.7,35.8,0.55,"obs"
"109",43.5,-70.4,"2019-09-14",41.6,64.1,55.4,64.1,41.6,55.3,50.8,84.6,0.002,19.7,10.1,204.2,1025.9,70.1,0.5,"obs"
"110",43.5,-70.4,"2019-09-13",47.3,64.9,54.7,64.9,46.4,54.3,41.5,64.1,0,NA,11.4,82.1,1031.9,7.5,0.48,"obs"
"111",43.5,-70.4,"2019-09-12",49.9,66.4,60.6,66.4,49.5,60.6,52,74.3,0.001,26.4,16.4,39.6,1021.1,54.1,0.45,"obs"
"112",43.5,-70.4,"2019-09-11",63.7,83.6,71.6,85.8,63.7,72,63.8,78,0.026,23,12.9,239.8,1017.2,57,0.41,"obs"
"113",43.3294,-70.6043,"2012-09-16",39.5,64.9,52,64.9,37.8,51.7,38.5,64.5,0,20.8,13.3,285.3,1016.4,0.8,0.02,"obs"
"114",43.3294,-70.6043,"2012-09-15",46.7,71.3,62.8,71.3,46.7,62.7,51.1,68.9,0.003,26.4,15.3,283.3,1015.8,35.7,0,"obs"
"115",43.3294,-70.6043,"2012-09-14",52.5,80.3,65.9,81.2,52.5,66,58.3,78.1,0.002,NA,7.1,160.5,1021.1,1.3,0.95,"obs"
"116",43.3294,-70.6043,"2012-09-13",47.6,83.6,64,82.6,46.7,63.9,53.9,73.5,0,NA,7.2,228.1,1025.5,0.4,0.92,"obs"
"117",43.3294,-70.6043,"2012-09-12",43.7,76.7,59.1,76.7,42.4,58.9,47.9,70.3,0,NA,8.2,221.6,1026.3,0.5,0.89,"obs"
"118",43.3294,-70.6043,"2012-09-11",41,73,57.1,73,41,56.5,43.2,64,0,17.2,9.1,280.7,1020.7,0.9,0.86,"obs"
"119",43.3294,-70.6043,"2012-09-10",49.5,65.9,57.8,65.9,47.7,57.7,46.3,67.7,0.002,27.5,15.4,319.3,1012.8,52.8,0.83,"obs"
"120",43.0982,-70.6886,"2012-09-19",51.8,70.5,64.1,70.5,51.8,64.1,50.8,65.2,0.763,27.1,20.7,277.1,1013,73,0.13,"obs"
"121",43.0982,-70.6886,"2012-09-18",50.4,69.4,61.8,69.4,50.4,61.8,57.6,86.6,0.008,31.3,20.5,148.6,1013.3,92.9,0.09,"obs"
"122",43.0982,-70.6886,"2012-09-17",41.2,70.6,55.8,70.6,38.6,55.6,46.6,75,0,NA,9.8,135.5,1017.7,37,0.06,"obs"
"123",43.0982,-70.6886,"2012-09-16",47.5,67.5,56.4,67.5,44.6,56,41.4,60.9,0,20.5,14.7,284.2,1016.7,11,0.02,"obs"
"124",43.0982,-70.6886,"2012-09-15",54.1,72.3,64.5,72.3,54.1,64.5,52.3,67.9,0.001,26.4,19.2,286.8,1016,54,0,"obs"
"125",43.0982,-70.6886,"2012-09-14",56.6,79.3,67.6,79.3,56.6,67.6,60.6,80.1,0.001,NA,11,166.1,1021.2,22.3,0.95,"obs"
"126",43.0982,-70.6886,"2012-09-13",52.1,82.1,65.6,81.5,52.1,65.6,56.9,77.1,0,NA,9.1,186.9,1025.7,5,0.92,"obs"
"127",41.5,-70.7,"2019-09-26",49.6,73.9,63.4,73.9,49.6,63.4,56.4,78.7,0.1,27.3,18.9,222.4,1010.2,47.5,0.93,"obs"
"128",41.5,-70.7,"2019-09-25",53.9,70.6,61.9,70.6,53.9,61.9,50.9,68.9,0,NA,9.8,301.4,1010.3,1.4,0.89,"obs"
"129",41.5,-70.7,"2019-09-24",62.6,74.7,68.7,74.7,62.6,68.7,59.5,73.6,0.42,24.3,15.5,252.3,1006.6,25.4,0.86,"obs"
"130",41.5,-70.7,"2019-09-23",66.3,75.9,70.5,75.9,66.3,70.5,64.1,80.7,0,30.5,20.1,219.9,1011.8,32.3,0.83,"obs"
"131",41.5,-70.7,"2019-09-22",53,74.9,64.4,74.9,53,64.4,58.8,82.7,0,24.2,14.2,217.6,1020.2,36,0.79,"obs"
"132",41.5,-70.7,"2019-09-21",53.5,78.8,66.3,78.8,53.5,66.3,54.7,68.7,0,NA,8.1,226.5,1021.4,0,0.75,"obs"
"133",41.5,-70.7,"2019-09-20",37.7,74.8,57.8,74.8,36,57.6,46.4,69.3,0,NA,8.3,275.1,1021.6,0,0.72,"obs"
"134",43.0881,-70.7362,"2012-09-15",54.5,72.7,64.8,72.7,54.5,64.8,52.3,67.5,0.001,26.4,19.4,285,1016,55.7,0,"obs"
"135",43.0881,-70.7362,"2012-09-14",57,79.2,67.7,79.2,57,67.7,60.8,80,0.001,NA,11.2,166,1021.3,24,0.95,"obs"
"136",43.0881,-70.7362,"2012-09-13",52.5,82.2,65.7,81.5,52.5,65.8,57.1,77,0,NA,9.7,186.5,1025.7,5.5,0.92,"obs"
"137",43.0881,-70.7362,"2012-09-12",47.5,75.3,60.7,75.3,46.7,60.6,50.6,72.9,0,NA,10.2,163.6,1026.4,0,0.89,"obs"
"138",43.0881,-70.7362,"2012-09-11",47.4,73.1,59,73.1,45.4,58.7,44.5,62.8,0,NA,9,281.7,1021,14.2,0.86,"obs"
"139",43.0881,-70.7362,"2012-09-10",51.4,67.3,59.3,67.3,51.4,59.3,48.2,69.2,0.001,27.5,19.5,305.2,1013,53.6,0.83,"obs"
"140",43.0881,-70.7362,"2012-09-09",57,72.9,63.9,72.9,57,63.9,55.8,76.9,0.01,NA,10.1,274.7,1008.6,68.4,0.79,"obs"
"141",43.0109,-70.765,"2007-09-27",64.1,78.6,71.9,78.6,64.1,71.9,66.5,83.7,0.039,NA,9,138.3,1013.9,70.5,0.53,"obs"
"142",43.0109,-70.765,"2007-09-26",66.2,90.8,77.4,93.6,66.2,78.5,63.8,64.3,0,NA,10.9,239.9,1012.4,32.4,0.5,"obs"
"143",43.0109,-70.765,"2007-09-25",51,85.7,68.9,84.2,51,68.7,54.4,64.2,0,NA,9.5,244.6,1015.6,12.7,0.46,"obs"
"144",43.0109,-70.765,"2007-09-24",51,78.4,65.4,78.4,51,65.4,48.3,55.9,0,NA,9,270.5,1020.2,34.4,0.43,"obs"
"145",43.0109,-70.765,"2007-09-23",58.4,76.1,67.2,76.1,58.4,67.2,49.4,56.5,0.001,NA,13.2,290.3,1017,15.5,0.4,"obs"
"146",43.0109,-70.765,"2007-09-22",58.5,71.4,63.7,71.4,58.5,63.7,60.8,90.8,0.001,NA,9.8,155.7,1017.7,87.8,0.36,"obs"
"147",43.0109,-70.765,"2007-09-21",54.3,72.6,62.3,72.6,54.3,62.3,57,84.3,0,NA,7.2,82.3,1021.3,34.6,0.33,"obs"
"148",41.3334,-70.7995,"2012-09-18",48.6,76,66.4,76,48.6,66.4,58.8,77,0,33.4,20.9,164.9,1015,32.7,0.09,"obs"
"149",41.3334,-70.7995,"2012-09-17",41,74.1,58.3,74.1,41,58.3,47.2,69.4,0,17.2,10,243.7,1018.4,0,0.06,"obs"
"150",41.3334,-70.7995,"2012-09-16",44.6,72.4,59.2,72.4,43.4,59,47.1,67.1,0,20,12.6,293.6,1017.3,1.4,0.02,"obs"
"151",41.3334,-70.7995,"2012-09-15",58,74.7,66.4,74.7,58,66.4,56.5,72.3,0.052,24.2,12.9,319.3,1016.8,48.1,0,"obs"
"152",41.3334,-70.7995,"2012-09-14",52.4,76.5,65.4,76.5,52.4,65.4,58.9,80.6,0.002,19.5,14,205.3,1023.3,35,0.95,"obs"
"153",41.3334,-70.7995,"2012-09-13",49.4,76.4,63.5,76.4,49.4,63.5,55.2,76.1,0.002,17.5,14.2,219.6,1027.7,0.6,0.92,"obs"
"154",41.3334,-70.7995,"2012-09-12",46.1,74.8,61.6,74.8,46.1,61.5,52.1,73,0,17.2,12,226.9,1027.3,1.8,0.89,"obs"
"155",46.1,-70.8,"2019-09-18",36.8,61.4,47.3,61.4,36.8,47.2,39.1,77.6,0,NA,4.9,190.2,1027.2,11.5,0.65,"obs"
"156",46.1,-70.8,"2019-09-17",47.9,57.2,52.3,57.2,47.9,52.3,45.6,78.9,0,NA,6.6,358,1021.8,61.6,0.62,"obs"
"157",46.1,-70.8,"2019-09-16",50.5,59.1,54.1,59.1,50.5,54.1,47.5,78.5,0,20.8,7,279.1,1016.3,77.8,0.58,"obs"
"158",46.1,-70.8,"2019-09-15",52.1,60.2,56.2,60.2,52.1,56.2,50.4,81,0.018,20.8,9.2,255.4,1016,68.3,0.55,"obs"
"159",46.1,-70.8,"2019-09-14",46.6,62.7,53.8,62.7,42.8,52.4,49.7,86,0.065,25.3,8.2,157.4,1019.9,63.6,0.5,"obs"
"160",46.1,-70.8,"2019-09-13",35.7,64.5,49.9,64.5,35.7,49.7,39.8,72.9,0,NA,6.2,148.8,1031.1,7.3,0.48,"obs"
"161",46.1,-70.8,"2019-09-12",44.6,62.8,52.8,62.8,44.6,52.7,44.7,76.6,0,18.3,6,317.9,1023.5,29.7,0.45,"obs"
"162",42.8,-70.8,"2021-09-12",62.3,79.9,71.1,79.9,62.3,71.1,62.4,74.9,0,27.5,15.5,221.5,1015.7,23,0.2,"obs"
"163",42.8,-70.8,"2021-09-11",51.5,75.7,64.6,75.7,51.5,64.6,52.2,66.2,0,20.8,12.1,239.3,1018.7,16,0.17,"obs"
"164",42.8,-70.8,"2021-09-10",59.8,75,67.6,75,59.8,67.6,58.9,75.8,0.343,23.4,14.9,296.5,1008.2,47.4,0.13,"obs"
"165",42.8,-70.8,"2021-09-09",67.9,73.8,71.6,73.8,67.9,71.6,68.6,90.3,0.476,NA,9.2,162.2,1008.3,90.2,0.09,"obs"
"166",42.8,-70.8,"2021-09-08",60.3,83,71.9,84.5,60.3,72.2,62,72.6,0,25.8,14.4,191.8,1011.8,36.6,0.06,"obs"
"167",42.8,-70.8,"2021-09-07",58.7,77.8,68.4,77.8,58.7,68.4,54.8,63.7,0,19.7,8.7,250.6,1012.4,6.6,0.02,"obs"
"168",42.8,-70.8,"2021-09-06",65.7,81,71.8,81.2,65.7,71.9,60.7,70.9,0,20,11.9,252.2,1007.1,45.2,0,"obs"
"169",42.9,-70.8,"2021-09-13",60.4,76.7,69.4,76.7,60.4,69.4,59.1,72.4,0.313,17.2,10.4,281.7,1015,51.5,0.25,"obs"
