"","obs_id","julian","jul_id","year","ndvi","lat","lon"
"1",2156,232,1,2007,0.317364871501923,43.45,-79.6833
"2",2295,236,2,2007,0.317908376455307,43.9833,-80.7333
"3",1811,257,3,2007,0.301514625549316,42.0332,-83.05
"4",1005,258,4,2007,0.290520817041397,38.4151,-95.2586
"5",1380,259,5,2007,0.292696326971054,40.8748,-85.1449
"6",1257,259,5,2007,0.28922975063324,40.1274,-88.1798
"7",1245,259,5,2007,0.289905577898026,40.0108,-88.9658
"8",1068,259,5,2007,0.292377710342407,38.8823,-94.818
"9",1315,260,6,2007,0.29104745388031,40.5314,-88.1146
"10",1036,265,7,2007,0.287607580423355,38.6314,-90.1922
"11",1124,265,7,2007,0.293193161487579,39.1039,-94.6006
"12",1944,266,8,2007,0.301508963108063,42.6865,-92.6136
"13",818,267,9,2007,0.281233459711075,35.8376,-100.27
"14",1141,268,10,2007,0.293620079755783,39.302,-94.2233
"15",941,268,10,2007,0.287860602140427,37.6864,-97.3349
"16",879,269,11,2007,0.284492641687393,36.7614,-98.3688
"17",804,271,12,2007,0.269664764404297,35.6748,-90.006
"18",822,271,12,2007,0.281169146299362,35.9139,-98.0227
"19",684,271,12,2007,0.274421900510788,33.6561,-98.4696
"20",775,271,12,2007,0.279814511537552,35.4256,-99.4691
"21",889,272,13,2007,0.281154990196228,36.9675,-91.7183
"22",913,272,13,2007,0.283337205648422,37.2153,-93.295
"23",937,272,13,2007,0.28676763176918,37.6378,-95.2503
"24",812,272,13,2007,0.280696213245392,35.7743,-97.9094
"25",833,274,14,2007,0.281339228153229,35.9804,-97.9144
"26",839,275,15,2007,0.275458574295044,36.0479,-90.2943
"27",648,275,15,2007,0.273233592510223,33.1967,-99.9023
"28",558,275,15,2007,0.271274089813232,32.5053,-100.3054
"29",829,276,16,2007,0.271302551031113,35.9231,-90.3441
"30",928,276,16,2007,0.28523924946785,37.5115,-94.2682
"31",743,277,17,2007,0.276971906423569,34.5213,-100.2112
"32",646,277,17,2007,0.273374855518341,33.1797,-101.2981
"33",840,279,18,2007,0.271215349435806,36.0679,-90.0636
"34",758,280,19,2007,0.278788328170776,35.2469,-97.4623
"35",778,280,19,2007,0.279491692781448,35.4675,-97.5161
"36",475,280,19,2007,0.269697785377502,31.8744,-100.344
"37",454,280,19,2007,0.268981844186783,31.5792,-100.5472
"38",710,281,20,2007,0.275341838598251,33.9512,-98.4599
"39",438,281,20,2007,0.268737703561783,31.4636,-100.4367
"40",629,283,21,2007,0.269339263439178,33.0486,-91.5785
"41",346,284,22,2007,0.266789436340332,30.4983,-100.5378
"42",596,285,23,2007,0.271910816431046,32.7876,-96.7995
"43",739,285,23,2007,0.276764154434204,34.4543,-98.9904
"44",424,285,23,2007,0.268303334712982,31.3222,-100.9485
"45",374,285,23,2007,0.266871601343155,30.723,-101.4116
"46",493,285,23,2007,0.269578486680984,31.9916,-102.0808
"47",561,287,24,2007,0.27148500084877,32.5886,-98.185
"48",560,288,25,2007,0.271498024463654,32.5668,-97.1384
"49",292,290,26,2007,0.266221702098846,29.9076,-98.9988
"50",27,290,26,2007,0.268206536769867,24.818,-100.093
"51",157,290,26,2007,0.264603048563004,28.583,-100.2559
"52",331,291,27,2007,0.266975879669189,30.3154,-98.9137
"53",75,291,27,2007,0.266734600067139,25.67,-100.32
"54",44,291,27,2007,0.267702579498291,25.42,-101
"55",604,292,28,2007,0.27209484577179,32.833,-97.4641
"56",31,292,28,2007,0.268164575099945,24.9697,-100.5608
"57",36,292,28,2007,0.267874121665955,25.3,-101
"58",106,292,28,2007,0.265539705753326,26.8,-101.5
"59",589,293,29,2007,0.271920800209045,32.7583,-97.3279
"60",202,293,29,2007,0.264999657869339,29.237,-98.7768
"61",542,293,29,2007,0.271112203598022,32.4809,-99.6825
"62",133,294,30,2007,0.263522684574127,27.9429,-97.2922
"63",378,295,31,2007,0.26815265417099,30.7497,-95.9201
"64",264,296,32,2007,0.266627371311188,29.7109,-94.5467
"65",212,296,32,2007,0.265909194946289,29.3091,-94.7821
"66",245,296,32,2007,0.266320049762726,29.5817,-95.0382
"67",160,296,32,2007,0.264373004436493,28.59,-96.75
"68",177,296,32,2007,0.26459202170372,28.8989,-97.1939
"69",101,296,32,2007,0.264195770025253,26.133,-97.65
"70",102,296,32,2007,0.264210015535355,26.3482,-98.1465
"71",184,297,33,2007,0.265028834342957,28.9633,-95.5787
"72",122,297,33,2007,0.263197422027588,27.471,-97.7111
"73",171,298,34,2007,0.264544367790222,28.7071,-96.095
"74",151,298,34,2007,0.264280319213867,28.5289,-96.6789
"75",108,298,34,2007,0.264184862375259,26.925,-98.8836
"76",100,299,35,2007,0.263836830854416,26.1033,-97.1644
"77",242,300,36,2007,0.266212165355682,29.5603,-95.2782
"78",180,300,36,2007,0.265035718679428,28.9331,-95.3081
"79",179,300,36,2007,0.264992922544479,28.905,-95.345
"80",226,301,37,2007,0.266173332929611,29.4364,-94.69
"81",2678,221,1,2008,0.256663054227829,45.6666,-86.9666
"82",2131,233,2,2008,0.258024364709854,43.3425,-93.9113
"83",2433,235,3,2008,0.259185045957565,44.4746,-92.8194
"84",2522,235,3,2008,0.259282052516937,44.8546,-93.775
"85",2325,236,4,2008,0.25888979434967,44.0575,-93.2073
"86",2690,236,4,2008,0.258153200149536,45.7014,-95.0229
"87",1409,240,5,2008,0.250622898340225,40.9123,-84.0814
"88",2045,240,5,2008,0.257810026407242,43.0841,-92.3582
"89",2004,240,5,2008,0.257489264011383,42.9954,-94.089
"90",2320,241,6,2008,0.258815854787827,44.0227,-92.8617
"91",2159,243,7,2008,0.260437816381454,43.4849,-83.3627
"92",2153,243,7,2008,0.257971554994583,43.4295,-95.1495
"93",2580,244,8,2008,0.259110391139984,45.025,-93.707
"94",2670,244,8,2008,0.258389800786972,45.5791,-94.3716
"95",2479,245,9,2008,0.259339421987534,44.627,-93.2396
"96",1846,245,9,2008,0.25653487443924,42.1659,-93.6345
"97",2085,246,10,2008,0.257550597190857,43.1765,-95.4934
"98",1734,247,11,2008,0.256109893321991,41.8201,-93.873
"99",1497,247,11,2008,0.255338937044144,41.2017,-95.0412
"100",1806,248,12,2008,0.256448894739151,42.0086,-92.0908
"101",1681,249,13,2008,0.255908876657486,41.6715,-91.2715
"102",1894,249,13,2008,0.256959468126297,42.4,-92.4
"103",1707,249,13,2008,0.256058037281036,41.72,-93.0342
"104",2461,249,13,2008,0.259164273738861,44.5436,-94.3735
"105",1636,250,14,2008,0.255787193775177,41.5779,-94.1852
"106",1438,250,14,2008,0.254898816347122,41.0301,-95.699
"107",1209,250,14,2008,0.253093391656876,39.8707,-96.2952
