"","ID","ppt","date","tmean","lat","lon","year"
"1",1,47.390998840332,2015-09-12,19.1770000457764,41.4994,-81.7145,2015
"2",55,0,2015-09-12,20.4360008239746,41.3389,-72.6278,2015
"3",170,NA,2015-09-12,NA,44.6333,-75.95,2015
"4",228,5.6579999923706,2015-09-12,19.0170001983643,43.0354,-77.6904,2015
"5",432,32.576000213623,2015-09-12,18.5260009765625,41.3006,-81.6134,2015
"6",507,NA,2015-09-12,NA,41.9217,-82.5102,2015
"7",514,16.0389995574951,2015-09-12,19.6230010986328,40.1021,-82.522,2015
"8",550,14.418999671936,2015-09-12,18.2360000610352,41.6531,-82.8175,2015
"9",572,NA,2015-09-12,NA,42.0332,-83.0455,2015
"10",682,17.94700050354,2015-09-12,15.9630002975464,40.8607,-83.8726,2015
"11",683,5.37900018692017,2015-09-12,15.068000793457,41.6098,-83.882,2015
"12",707,5.39300012588501,2015-09-12,14.3170003890991,41.39,-84.1529,2015
"13",724,9.33600044250488,2015-09-12,20.2090015411377,39.3383,-84.4059,2015
"14",763,9.03400039672852,2015-09-12,14.1260004043579,40.8748,-85.1449,2015
"15",774,4.55100011825562,2015-09-12,14.149001121521,40.8728,-85.5378,2015
"16",779,7.9060001373291,2015-09-12,13.7370004653931,40.5492,-85.6647,2015
"17",842,15.6750001907349,2015-09-12,14.9870004653931,41.398,-87.3298,2015
"18",926,0,2015-09-12,14.4020004272461,43.0495,-88.0076,2015
"19",955,2.83200001716614,2015-09-12,15.8700008392334,39.9813,-88.2467,2015
"20",991,2.18799996376038,2015-09-12,15.899001121521,39.9525,-88.425,2015
"21",1111,2.40199995040894,2015-09-12,17.0670013427734,38.6562,-89.592,2015
"22",1121,1.50499999523163,2015-09-12,16.7070007324219,39.8001,-89.6478,2015
"23",1176,0.414000004529953,2015-09-12,17.9900016784668,38.63,-90.5,2015
"24",1555,0,2015-09-12,12.9180002212524,41.0706,-94.1849,2015
"25",1710,0,2015-09-12,14.9640007019043,39.5229,-95.1424,2015
"26",1881,0,2015-09-12,13.826000213623,41.4672,-96.0011,2015
"27",1884,0,2015-09-12,13.6230010986328,41.4342,-96.0278,2015
"28",2088,0,2015-09-12,13.0970010757446,41.8625,-97.2082,2015
"29",2197,0.120999999344349,2015-09-12,16.1990013122559,40.1927,-97.6654,2015
"30",2222,0,2015-09-12,14.0850009918213,41.7646,-97.7739,2015
"31",2244,0,2015-09-12,18.8990001678467,37.072,-97.88,2015
"32",2439,0,2015-09-12,17.5280017852783,38.391,-98.8286,2015
"33",2448,0,2015-09-12,16.7630004882812,40.3066,-98.8955,2015
"34",2517,0,2015-09-12,15.6410007476807,41.539,-99.3075,2015
"35",2790,0,2015-09-12,16.2770004272461,41.0621,-100.501,2015
"36",2934,0,2015-09-12,16.7320003509521,40.5416,-101.0359,2015
"37",1,0,2015-09-11,19.1520004272461,41.4994,-81.7145,2015
"38",55,26.2229995727539,2015-09-11,20.4230003356934,41.3389,-72.6278,2015
"39",170,NA,2015-09-11,NA,44.6333,-75.95,2015
"40",432,0,2015-09-11,18.2730007171631,41.3006,-81.6134,2015
"41",435,0,2015-09-11,19.351001739502,41.4914,-81.6714,2015
"42",507,NA,2015-09-11,NA,41.9217,-82.5102,2015
"43",514,0,2015-09-11,18.3900012969971,40.1021,-82.522,2015
"44",550,0,2015-09-11,21.4710006713867,41.6531,-82.8175,2015
"45",572,NA,2015-09-11,NA,42.0332,-83.0455,2015
"46",682,0.828999996185303,2015-09-11,20.5070018768311,40.8607,-83.8726,2015
"47",724,0,2015-09-11,20.8870010375977,39.3383,-84.4059,2015
"48",763,0,2015-09-11,20.6200008392334,40.8748,-85.1449,2015
"49",779,0,2015-09-11,20.7530002593994,40.5492,-85.6647,2015
"50",842,3.11100006103516,2015-09-11,18.730001449585,41.398,-87.3298,2015
"51",926,1.76699995994568,2015-09-11,18.2690010070801,43.0495,-88.0076,2015
"52",990,14.3400001525879,2015-09-11,19.1900005340576,41.3573,-88.4212,2015
"53",991,12.7189998626709,2015-09-11,21.7620010375977,39.9525,-88.425,2015
"54",1111,11.9309997558594,2015-09-11,22.7900009155273,38.6562,-89.592,2015
"55",1121,37.4480018615723,2015-09-11,23.0650005340576,39.8001,-89.6478,2015
"56",1176,7.7960000038147,2015-09-11,24.0740013122559,38.63,-90.5,2015
"57",1555,1.3860000371933,2015-09-11,19.6320018768311,41.0706,-94.1849,2015
"58",1710,12.8149995803833,2015-09-11,22.6610012054443,39.5229,-95.1424,2015
"59",1881,0.0209999997168779,2015-09-11,19.9370002746582,41.4672,-96.0011,2015
"60",1884,0,2015-09-11,19.2000007629395,41.4342,-96.0278,2015
"61",2088,0.794000029563904,2015-09-11,17.5460014343262,41.8625,-97.2082,2015
"62",2197,9.97999954223633,2015-09-11,20.0340003967285,40.1927,-97.6654,2015
"63",2222,0.860000014305115,2015-09-11,17.7910003662109,41.7646,-97.7739,2015
"64",2439,21.8980007171631,2015-09-11,22.7400016784668,38.391,-98.8286,2015
"65",2441,4.77400016784668,2015-09-11,18.8780002593994,41.0033,-98.836,2015
"66",2448,21.7210006713867,2015-09-11,20.1910018920898,40.3066,-98.8955,2015
"67",2517,1.86600005626678,2015-09-11,17.9270000457764,41.539,-99.3075,2015
"68",2644,1.99699997901917,2015-09-11,19.3200016021729,40.8498,-100.025,2015
"69",2662,0.184000000357628,2015-09-11,21.5920009613037,40.0889,-100.1369,2015
"70",2790,0,2015-09-11,19.1310005187988,41.0621,-100.501,2015
"71",2934,0,2015-09-11,19.8000011444092,40.5416,-101.0359,2015
"72",3008,0,2015-09-11,21.1540012359619,39.7714,-101.8008,2015
"73",1,0.00300000002607703,2015-09-10,21.6140003204346,41.4994,-81.7145,2015
"74",55,7.43100023269653,2015-09-10,25.8970012664795,41.3389,-72.6278,2015
"75",170,NA,2015-09-10,NA,44.6333,-75.95,2015
"76",397,NA,2015-09-10,NA,42.6667,-81.2167,2015
"77",432,0,2015-09-10,21.5570011138916,41.3006,-81.6134,2015
"78",435,0.00300000002607703,2015-09-10,21.82200050354,41.4914,-81.6714,2015
"79",507,NA,2015-09-10,NA,41.9217,-82.5102,2015
"80",514,0,2015-09-10,23.0130004882812,40.1021,-82.522,2015
"81",550,0,2015-09-10,21.3540000915527,41.6531,-82.8175,2015
"82",572,NA,2015-09-10,NA,42.0332,-83.0455,2015
"83",612,0,2015-09-10,19.6570014953613,41.4521,-83.3629,2015
"84",623,0,2015-09-10,21.9540004730225,39.8795,-83.4338,2015
"85",682,0.0820000022649765,2015-09-10,20.6900005340576,40.8607,-83.8726,2015
"86",724,4.85699987411499,2015-09-10,21.8070011138916,39.3383,-84.4059,2015
"87",763,0,2015-09-10,18.7930011749268,40.8748,-85.1449,2015
"88",779,0.349000006914139,2015-09-10,18.5460014343262,40.5492,-85.6647,2015
"89",842,0,2015-09-10,18.0440006256104,41.398,-87.3298,2015
"90",860,8.7819995880127,2015-09-10,20.568000793457,38.72,-87.68,2015
"91",926,0.118000000715256,2015-09-10,18.6710014343262,43.0495,-88.0076,2015
"92",990,0,2015-09-10,19.3840007781982,41.3573,-88.4212,2015
"93",991,0,2015-09-10,20.1730003356934,39.9525,-88.425,2015
"94",1111,2.97199988365173,2015-09-10,22.2770004272461,38.6562,-89.592,2015
"95",1121,0,2015-09-10,22.246000289917,39.8001,-89.6478,2015
"96",1176,2.18199992179871,2015-09-10,23.9890003204346,38.63,-90.5,2015
"97",1555,0,2015-09-10,21.3730010986328,41.0706,-94.1849,2015
"98",1710,2.72900009155273,2015-09-10,22.8850002288818,39.5229,-95.1424,2015
"99",1881,3.61199998855591,2015-09-10,21.2400016784668,41.4672,-96.0011,2015
"100",1884,4.26200008392334,2015-09-10,20.8210010528564,41.4342,-96.0278,2015
"101",2088,4.21799993515015,2015-09-10,19.1990013122559,41.8625,-97.2082,2015
"102",2197,1.4559999704361,2015-09-10,21.5250015258789,40.1927,-97.6654,2015
"103",2222,11.0640001296997,2015-09-10,19.3380012512207,41.7646,-97.7739,2015
"104",2439,0.00100000004749745,2015-09-10,24.5970020294189,38.391,-98.8286,2015
"105",2441,1.09599995613098,2015-09-10,21.1650009155273,41.0033,-98.836,2015
"106",2448,0,2015-09-10,22.0950012207031,40.3066,-98.8955,2015
"107",2517,12.6219997406006,2015-09-10,21.7130012512207,41.539,-99.3075,2015
"108",2592,0.06700000166893,2015-09-10,22.6350002288818,41.6612,-99.7839,2015
"109",2644,0,2015-09-10,21.9600009918213,40.8498,-100.025,2015
"110",2662,0.0480000004172325,2015-09-10,22.8750019073486,40.0889,-100.1369,2015
"111",2790,0,2015-09-10,21.9490013122559,41.0621,-100.501,2015
"112",2934,0,2015-09-10,22.0070018768311,40.5416,-101.0359,2015
"113",3008,0.388000011444092,2015-09-10,22.2700004577637,39.7714,-101.8008,2015
"114",1,0,2015-09-09,27.3600006103516,41.4994,-81.7145,2015
"115",55,0,2015-09-09,27.5770015716553,41.3389,-72.6278,2015
"116",170,NA,2015-09-09,NA,44.6333,-75.95,2015
"117",397,NA,2015-09-09,NA,42.6667,-81.2167,2015
"118",432,0.19200000166893,2015-09-09,26.1400012969971,41.3006,-81.6134,2015
"119",435,0,2015-09-09,27.7210006713867,41.4914,-81.6714,2015
"120",436,NA,2015-09-09,NA,43.15,-81.6833,2015
"121",507,NA,2015-09-09,NA,41.9217,-82.5102,2015
"122",514,0,2015-09-09,24.7220020294189,40.1021,-82.522,2015
"123",550,0.991999983787537,2015-09-09,26.2100009918213,41.6531,-82.8175,2015
"124",572,NA,2015-09-09,NA,42.0332,-83.0455,2015
"125",612,1.87999999523163,2015-09-09,26.5020008087158,41.4521,-83.3629,2015
"126",623,0,2015-09-09,24.9710006713867,39.8795,-83.4338,2015
"127",682,0,2015-09-09,26.4060020446777,40.8607,-83.8726,2015
"128",724,0,2015-09-09,25.855001449585,39.3383,-84.4059,2015
"129",842,19.5330009460449,2015-09-09,24.6270008087158,41.398,-87.3298,2015
"130",860,26.9799995422363,2015-09-09,27.0480003356934,38.72,-87.68,2015
"131",990,24.4060001373291,2015-09-09,24.5280017852783,41.3573,-88.4212,2015
"132",991,22.4589996337891,2015-09-09,26.3260021209717,39.9525,-88.425,2015
"133",1111,32.6199989318848,2015-09-09,26.7030010223389,38.6562,-89.592,2015
"134",1280,0.559000015258789,2015-09-09,18.5970001220703,42.167,-92.3576,2015
"135",1555,17.3899993896484,2015-09-09,20.9570007324219,41.0706,-94.1849,2015
"136",1792,0,2015-09-09,18.5780010223389,43.1765,-95.4934,2015
"137",1881,0,2015-09-09,20.0800018310547,41.4672,-96.0011,2015
"138",1884,0.0430000014603138,2015-09-09,19.7630004882812,41.4342,-96.0278,2015
"139",2088,0,2015-09-09,17.8930015563965,41.8625,-97.2082,2015
"140",2197,0,2015-09-09,20.8800010681152,40.1927,-97.6654,2015
"141",2222,0,2015-09-09,17.7950000762939,41.7646,-97.7739,2015
"142",2439,7.37200021743774,2015-09-09,23.6020011901855,38.391,-98.8286,2015
"143",2441,0,2015-09-09,19.1540012359619,41.0033,-98.836,2015
"144",2448,0,2015-09-09,19.8600006103516,40.3066,-98.8955,2015
"145",2592,0,2015-09-09,18.2760009765625,41.6612,-99.7839,2015
"146",2644,0,2015-09-09,19.3920001983643,40.8498,-100.025,2015
"147",2662,0,2015-09-09,21.3080005645752,40.0889,-100.1369,2015
"148",2790,0,2015-09-09,18.9070014953613,41.0621,-100.501,2015
"149",2934,0,2015-09-09,19.5320014953613,40.5416,-101.0359,2015
"150",3008,0,2015-09-09,20.3330001831055,39.7714,-101.8008,2015
"151",1,0,2015-09-08,27.3150005340576,41.4994,-81.7145,2015
"152",382,0,2015-09-08,25.1420021057129,40.5671,-81.0683,2015
"153",397,NA,2015-09-08,NA,42.6667,-81.2167,2015
"154",432,0,2015-09-08,26.2170009613037,41.3006,-81.6134,2015
"155",435,0,2015-09-08,27.564001083374,41.4914,-81.6714,2015
"156",436,NA,2015-09-08,NA,43.15,-81.6833,2015
"157",507,NA,2015-09-08,NA,41.9217,-82.5102,2015
"158",550,0,2015-09-08,27.2410011291504,41.6531,-82.8175,2015
"159",572,NA,2015-09-08,NA,42.0332,-83.0455,2015
"160",612,0,2015-09-08,27.1680011749268,41.4521,-83.3629,2015
"161",623,0,2015-09-08,25.1490020751953,39.8795,-83.4338,2015
"162",662,0,2015-09-08,26.6870021820068,41.7693,-83.705,2015
"163",682,0,2015-09-08,26.7230014801025,40.8607,-83.8726,2015
"164",842,1.28799998760223,2015-09-08,26.9260005950928,41.398,-87.3298,2015
"165",860,0,2015-09-08,26.3280010223389,38.72,-87.68,2015
"166",990,0,2015-09-08,26.726001739502,41.3573,-88.4212,2015
"167",991,0,2015-09-08,27.4890022277832,39.9525,-88.425,2015
"168",1111,0,2015-09-08,26.6120014190674,38.6562,-89.592,2015
"169",1280,2.10800004005432,2015-09-08,24.2740020751953,42.167,-92.3576,2015
"170",1555,27.3990001678467,2015-09-08,24.0390014648438,41.0706,-94.1849,2015
"171",1792,17.4529991149902,2015-09-08,20.3920001983643,43.1765,-95.4934,2015
"172",1881,22.5879993438721,2015-09-08,22.6140003204346,41.4672,-96.0011,2015
"173",1884,14.1090002059937,2015-09-08,22.0490016937256,41.4342,-96.0278,2015
"174",1893,0,2015-09-08,17.9270000457764,44.2932,-96.1212,2015
"175",2088,1.38300001621246,2015-09-08,20.5550003051758,41.8625,-97.2082,2015
"176",2197,15.4309997558594,2015-09-08,25.5850009918213,40.1927,-97.6654,2015
"177",2439,1.10599994659424,2015-09-08,29.5460014343262,38.391,-98.8286,2015
"178",2441,4.62200021743774,2015-09-08,22.0690002441406,41.0033,-98.836,2015
"179",2448,5.8439998626709,2015-09-08,23.4400005340576,40.3066,-98.8955,2015
"180",2592,0.825999975204468,2015-09-08,20.3760013580322,41.6612,-99.7839,2015
"181",2644,3.29099988937378,2015-09-08,21.4200000762939,40.8498,-100.025,2015
"182",2662,0.680999994277954,2015-09-08,22.064001083374,40.0889,-100.1369,2015
"183",2790,2.98600006103516,2015-09-08,19.6720008850098,41.0621,-100.501,2015
"184",2934,0.805999994277954,2015-09-08,19.6500015258789,40.5416,-101.0359,2015
"185",3008,0,2015-09-08,21.9610004425049,39.7714,-101.8008,2015
"186",1,0,2015-09-07,25.9000015258789,41.4994,-81.7145,2015
"187",382,0,2015-09-07,24.8800010681152,40.5671,-81.0683,2015
"188",389,0,2015-09-07,25.1840019226074,41.0318,-81.1863,2015
"189",397,NA,2015-09-07,NA,42.6667,-81.2167,2015
"190",435,0,2015-09-07,26.1510009765625,41.4914,-81.6714,2015
"191",436,NA,2015-09-07,NA,43.15,-81.6833,2015
"192",507,NA,2015-09-07,NA,41.9217,-82.5102,2015
"193",550,0,2015-09-07,26.1710014343262,41.6531,-82.8175,2015
"194",572,NA,2015-09-07,NA,42.0332,-83.0455,2015
"195",612,0,2015-09-07,26.2140007019043,41.4521,-83.3629,2015
"196",623,0.458000004291534,2015-09-07,24.5280017852783,39.8795,-83.4338,2015
"197",662,0,2015-09-07,25.6420021057129,41.7693,-83.705,2015
"198",842,0,2015-09-07,26.3740005493164,41.398,-87.3298,2015
"199",860,0,2015-09-07,27.1580009460449,38.72,-87.68,2015
"200",990,0,2015-09-07,27.5570011138916,41.3573,-88.4212,2015
"201",991,0,2015-09-07,27.0700016021729,39.9525,-88.425,2015
"202",1280,22.8020000457764,2015-09-07,26.7490005493164,42.167,-92.3576,2015
"203",1555,3.18600010871887,2015-09-07,26.5500011444092,41.0706,-94.1849,2015
"204",1792,0.947000026702881,2015-09-07,23.3990001678467,43.1765,-95.4934,2015
"205",1881,0.758000016212463,2015-09-07,28.3280010223389,41.4672,-96.0011,2015
"206",1884,1.1690000295639,2015-09-07,27.5100021362305,41.4342,-96.0278,2015
"207",1893,0,2015-09-07,20.3210010528564,44.2932,-96.1212,2015
"208",2088,0.546999990940094,2015-09-07,23.0620002746582,41.8625,-97.2082,2015
"209",2197,0,2015-09-07,29.0770015716553,40.1927,-97.6654,2015
"210",2439,0,2015-09-07,30.1920013427734,38.391,-98.8286,2015
"211",2441,0,2015-09-07,23.2510013580322,41.0033,-98.836,2015
"212",2592,0,2015-09-07,21.6200008392334,41.6612,-99.7839,2015
"213",2644,0,2015-09-07,22.7880020141602,40.8498,-100.025,2015
"214",2662,0,2015-09-07,24.7250003814697,40.0889,-100.1369,2015
"215",2790,0,2015-09-07,22.677001953125,41.0621,-100.501,2015
"216",2934,0,2015-09-07,23.677001953125,40.5416,-101.0359,2015
"217",3008,0,2015-09-07,24.3310012817383,39.7714,-101.8008,2015
"218",1,0,2015-09-06,24.4600009918213,41.4994,-81.7145,2015
"219",382,0,2015-09-06,24.7120018005371,40.5671,-81.0683,2015
"220",389,0,2015-09-06,25.0050010681152,41.0318,-81.1863,2015
"221",397,NA,2015-09-06,NA,42.6667,-81.2167,2015
"222",435,0,2015-09-06,24.7330017089844,41.4914,-81.6714,2015
"223",436,NA,2015-09-06,NA,43.15,-81.6833,2015
"224",507,NA,2015-09-06,NA,41.9217,-82.5102,2015
"225",572,NA,2015-09-06,NA,42.0332,-83.0455,2015
"226",612,5.72300004959106,2015-09-06,23.4370002746582,41.4521,-83.3629,2015
"227",623,0,2015-09-06,23.6750011444092,39.8795,-83.4338,2015
"228",662,22.3390007019043,2015-09-06,23.3730010986328,41.7693,-83.705,2015
"229",842,5.38899993896484,2015-09-06,23.1310005187988,41.398,-87.3298,2015
"230",860,0,2015-09-06,26.4500007629395,38.72,-87.68,2015
"231",990,7.79899978637695,2015-09-06,23.7430019378662,41.3573,-88.4212,2015
"232",1280,0,2015-09-06,26.7800006866455,42.167,-92.3576,2015
"233",1792,0.129999995231628,2015-09-06,27.1400012969971,43.1765,-95.4934,2015
"234",1884,0,2015-09-06,27.560001373291,41.4342,-96.0278,2015
"235",1893,0.252000004053116,2015-09-06,25.6370010375977,44.2932,-96.1212,2015
"236",2404,1.5900000333786,2015-09-06,21.2500019073486,46.6526,-98.621,2015
"237",2439,0,2015-09-06,29.7540016174316,38.391,-98.8286,2015
"238",2441,0,2015-09-06,27.5410003662109,41.0033,-98.836,2015
"239",2592,0,2015-09-06,26.2790012359619,41.6612,-99.7839,2015
"240",2644,0,2015-09-06,27.9340019226074,40.8498,-100.025,2015
"241",2662,0,2015-09-06,29.117000579834,40.0889,-100.1369,2015
"242",2790,0,2015-09-06,26.9370021820068,41.0621,-100.501,2015
"243",2934,0,2015-09-06,28.1440010070801,40.5416,-101.0359,2015
"244",3008,0,2015-09-06,26.238000869751,39.7714,-101.8008,2015
"245",2,NA,2021-09-13,NA,43.7,-66.1,2021
"246",24,11.9327001571655,2021-09-13,21.7574996948242,42.9,-70.8,2021
"247",45,0,2021-09-13,17.7589988708496,43.9,-72.5,2021
"248",62,0,2021-09-13,24.104700088501,41.3,-72.9,2021
"249",88,0,2021-09-13,23.0089988708496,40.9,-73.3,2021
"250",186,0.93149995803833,2021-09-13,17.3353996276855,43.9,-76.3,2021
"251",288,NA,2021-09-13,NA,43.8,-79,2021
"252",475,0,2021-09-13,24.8222999572754,41.2,-82,2021
"253",581,0,2021-09-13,25.6189994812012,41.4,-83.1,2021
"254",594,0,2021-09-13,24.4486999511719,42.1,-83.2,2021
"255",638,0,2021-09-13,24.1817989349365,40.1,-83.5,2021
"256",740,5.36579990386963,2021-09-13,16.5308990478516,43.8,-84.6,2021
"257",741,0,2021-09-13,24.8375988006592,40.5,-84.6,2021
"258",770,0,2021-09-13,23.9001998901367,42.1,-85.4,2021
"259",950,0,2021-09-13,25.0205001831055,41,-88.2,2021
"260",1017,0,2021-09-13,24.2761001586914,39.9,-88.6,2021
"261",1043,0,2021-09-13,23.9015998840332,41.8,-88.9,2021
"262",1072,0,2021-09-13,24.0743999481201,39.7,-89.1,2021
"263",1073,0,2021-09-13,24.9025993347168,41.1,-89.1,2021
"264",1152,0,2021-09-13,24.4485988616943,40.6,-90.1,2021
"265",1173,0,2021-09-13,24.0809001922607,41,-90.4,2021
"266",1174,0,2021-09-13,24.4340991973877,41.2,-90.4,2021
"267",1371,0,2021-09-13,24.1688995361328,41.4,-92.9,2021
"268",1540,0,2021-09-13,22.7018985748291,41.3,-94,2021
"269",1826,0,2021-09-13,22.6637001037598,34.3,-95.7,2021
"270",1926,0,2021-09-13,24.5136985778809,31.9,-96.4,2021
"271",2085,0,2021-09-13,26.9729995727539,38.9,-97.2,2021
"272",2104,0,2021-09-13,26.237699508667,38.2,-97.3,2021
"273",2294,0.653800010681152,2021-09-13,21.3823986053467,40.4,-98.1,2021
"274",2435,0,2021-09-13,21.5545997619629,40.7,-98.8,2021
"275",2701,0,2021-09-13,26.7971000671387,37.8,-100.3,2021
"276",2,NA,2021-09-12,NA,43.7,-66.1,2021
"277",23,0,2021-09-12,18.8041000366211,42.8,-70.8,2021
"278",24,0,2021-09-12,19.4197998046875,42.9,-70.8,2021
"279",45,0,2021-09-12,15.1592998504639,43.9,-72.5,2021
"280",62,0,2021-09-12,21.2385997772217,41.3,-72.9,2021
"281",88,0,2021-09-12,19.5705986022949,40.9,-73.3,2021
"282",186,0,2021-09-12,23.1131000518799,43.9,-76.3,2021
"283",288,NA,2021-09-12,NA,43.8,-79,2021
"284",356,NA,2021-09-12,NA,43.1,-80.3,2021
"285",417,NA,2021-09-12,NA,42.9,-81.4,2021
"286",475,0,2021-09-12,20.5268001556396,41.2,-82,2021
"287",581,0,2021-09-12,21.774299621582,41.4,-83.1,2021
"288",594,0,2021-09-12,22.2214984893799,42.1,-83.2,2021
"289",637,0,2021-09-12,21.9447994232178,41.6,-83.5,2021
"290",638,0,2021-09-12,20.074499130249,40.1,-83.5,2021
"291",740,0,2021-09-12,20.703800201416,43.8,-84.6,2021
"292",741,0,2021-09-12,21.3942985534668,40.5,-84.6,2021
"293",770,0,2021-09-12,21.7153987884521,42.1,-85.4,2021
"294",780,0,2021-09-12,21.5796985626221,42.7,-85.7,2021
"295",950,0,2021-09-12,23.7143993377686,41,-88.2,2021
"296",1017,0,2021-09-12,24.3076000213623,39.9,-88.6,2021
"297",1043,0,2021-09-12,23.5707988739014,41.8,-88.9,2021
"298",1072,0,2021-09-12,24.5224990844727,39.7,-89.1,2021
"299",1073,0,2021-09-12,24.2315998077393,41.1,-89.1,2021
"300",1152,0,2021-09-12,23.9280986785889,40.6,-90.1,2021
"301",1173,0,2021-09-12,23.3432998657227,41,-90.4,2021
"302",1174,0,2021-09-12,23.3153991699219,41.2,-90.4,2021
"303",1371,0,2021-09-12,25.4049987792969,41.4,-92.9,2021
"304",1540,0,2021-09-12,24.3218994140625,41.3,-94,2021
"305",1814,0,2021-09-12,24.9340000152588,40.7,-95.6,2021
"306",1826,0,2021-09-12,23.086799621582,34.3,-95.7,2021
"307",1926,0,2021-09-12,23.8844985961914,31.9,-96.4,2021
"308",2104,0,2021-09-12,26.8180999755859,38.2,-97.3,2021
"309",2185,0,2021-09-12,25.8775997161865,40.9,-97.6,2021
"310",2294,0,2021-09-12,25.8069000244141,40.4,-98.1,2021
"311",2435,0,2021-09-12,26.1861991882324,40.7,-98.8,2021
"312",2701,0,2021-09-12,27.5701999664307,37.8,-100.3,2021
"313",2,NA,2021-09-11,NA,43.7,-66.1,2021
"314",23,0,2021-09-11,16.9193992614746,42.8,-70.8,2021
"315",24,0,2021-09-11,17.1462993621826,42.9,-70.8,2021
"316",45,0,2021-09-11,12.9324998855591,43.9,-72.5,2021
"317",62,0,2021-09-11,18.184398651123,41.3,-72.9,2021
"318",88,0,2021-09-11,18.1922988891602,40.9,-73.3,2021
"319",186,0.0842999964952469,2021-09-11,17.3255996704102,43.9,-76.3,2021
"320",237,0,2021-09-11,14.0583992004395,42.1,-77.9,2021
"321",256,0,2021-09-11,14.3669996261597,40.8,-78.4,2021
"322",288,NA,2021-09-11,NA,43.8,-79,2021
"323",356,NA,2021-09-11,NA,43.1,-80.3,2021
"324",417,NA,2021-09-11,NA,42.9,-81.4,2021
"325",475,0,2021-09-11,17.6639995574951,41.2,-82,2021
"326",581,0,2021-09-11,18.3045997619629,41.4,-83.1,2021
"327",594,0,2021-09-11,18.320499420166,42.1,-83.2,2021
"328",637,0,2021-09-11,18.4669990539551,41.6,-83.5,2021
"329",638,0,2021-09-11,17.7495002746582,40.1,-83.5,2021
"330",674,0,2021-09-11,18.4629993438721,41.1,-83.8,2021
"331",727,0,2021-09-11,18.0762004852295,41,-84.5,2021
"332",740,0,2021-09-11,17.4914989471436,43.8,-84.6,2021
"333",770,0,2021-09-11,17.7910995483398,42.1,-85.4,2021
"334",780,0,2021-09-11,17.7119998931885,42.7,-85.7,2021
"335",919,0,2021-09-11,19.6605987548828,39.7,-88,2021
"336",950,0,2021-09-11,19.3430004119873,41,-88.2,2021
"337",1017,0,2021-09-11,20.1219997406006,39.9,-88.6,2021
"338",1043,0,2021-09-11,17.9543991088867,41.8,-88.9,2021
"339",1072,0,2021-09-11,19.8113994598389,39.7,-89.1,2021
"340",1152,0,2021-09-11,20.1639995574951,40.6,-90.1,2021
"341",1173,0,2021-09-11,19.1183986663818,41,-90.4,2021
